text,label,source
you've been selected for a FREE smart watch Offer expires today! — no credit card required,spam,original
Highly recommend checking out unit testing if you haven't Cheers!,safe,original
exclusive deal: MacBook Pro for 95% OFF Don't miss out!!! (sent from a verified winner account),spam,original
I'm curious about learning Spanish,safe,original
"Could you help me with learning Spanish? — no rush, whenever you have time",safe,original
your opinion is completely  worthless trash I have no respect for you.,toxic,original
career switching keeps surprising me with new depths Thanks in advance!,safe,original
you've been selected for a FREE wireless earbuds — reply YES to claim,spam,original
exclusive deal: tablet for 95% OFF,spam,original
"you've been selected for a FREE wireless earbuds Hurry, only 3 left! — free shipping worldwide",spam,original
"Our team shipped a new SQL optimization feature yesterday — no rush, whenever you have time",safe,original
you clearly have completely  zero brains Nobody asked you.,toxic,original
I'm curious about system design Any input is welcome.,safe,original
"Sharing my notes on remote work, hope they help someone Cheers!",safe,original
"I finished the React course today, feeling proud Have a good one!",safe,original
"Honestly, you are totally  useless Nobody asked you.",toxic,original
"last chance to get Netflix account FREE Hurry, only 3 left! — free shipping worldwide",spam,original
Does anyone have experience with career switching? Thanks in advance!,safe,original
you've been selected for a FREE iPhone Click here NOW!!! — free shipping worldwide,spam,original
Does anyone have experience with learning Spanish? Have a good one!,safe,original
No offense but you are genuinely  useless Do everyone a favor and be quiet.,toxic,original
"Honestly, you clearly have utterly  zero brains Do everyone a favor and be quiet.",toxic,original
No offense but that was totally  pathetic and sad I have no respect for you.,toxic,original
Finally understood chess after weeks of struggling,safe,original
Can someone explain remote work to me? Looking forward to your reply.,safe,augmented:safe
"Honestly, that was completely  pathetic and sad Stop talking.",toxic,original
Any advice on React? Looking forward to your reply.,safe,original
What do you think about React? Looking forward to your reply.,safe,original
crypto course giveaway — you are the lucky winner! Limited time offer! — free shipping worldwide,spam,original
Any advice on remote work? Thanks in advance!,safe,original
"Look, nobody likes you, absolutely  loser Do everyone a favor and be quiet.",toxic,original
I've been practicing Docker for three months now Would love to hear your thoughts.,safe,original
Our team shipped a new TypeScript feature yesterday Have a good one!,safe,original
exclusive deal: MacBook Pro for 95% OFF Click the link to claim!,spam,original
chess keeps surprising me with new depths Would love to hear your thoughts.,safe,original
last chance to get MacBook Pro FREE Claim before it's gone! — reply YES to claim,spam,original
smart watch giveaway — you are the lucky winner! Click here NOW!!! — reply YES to claim,spam,original
"Look, you are completely  an idiot Nobody asked you.",toxic,original
win a FREE iPhone! Limited time offer!,spam,original
you clearly have totally  zero brains You always mess everything up.,toxic,original
claim your FREE MacBook Pro now! Click the link to claim! — reply YES to claim,spam,original
you've been selected for a FREE drone Click the link to claim!,spam,original
claim your FREE VPN subscription now! Claim before it's gone!,spam,original
Our team shipped a new unit testing feature yesterday Cheers!,safe,original
claim your FREE PlayStation 5 now! Offer expires today!,spam,original
"win a FREE Amazon gift card! Hurry, only 3 left! (sent from a verified winner account)",spam,original
"Look, you clearly have utterly  zero brains Nobody asked you.",toxic,original
iPhone giveaway — you are the lucky winner! Claim before it's gone! — no credit card required,spam,original
"To be frank, you clearly have utterly  zero brains Nobody asked you.",toxic,original
"What a dumb comment, you must be a freak",toxic,original
"Finally understood open source contributions after weeks of struggling — no rush, whenever you have time",safe,original
"I finished the React course today, feeling proud Would love to hear your thoughts.",safe,original
"To be frank, your work is absolutely  garbage I have no respect for you.",toxic,original
exclusive deal: wireless earbuds for 95% OFF — free shipping worldwide,spam,original
What do you think about open source contributions? Cheers!,safe,original
your opinion is totally  worthless trash Do everyone a favor and be quiet.,toxic,original
you are  worthless,toxic,original
"Look, your opinion is genuinely  worthless trash I have no respect for you.",toxic,original
Is chess worth learning this year? Have a good one!,safe,original
Finally understood FastAPI after weeks of struggling Looking forward to your reply.,safe,original
Can someone explain cooking pasta to me? (genuinely asking),safe,original
iPhone giveaway — you are the lucky winner! Click here NOW!!! — no credit card required,spam,original
"Look, you sound totally  ridiculous Nobody asked you.",toxic,original
"Honestly, you are genuinely  clueless Stop talking.",toxic,original
exclusive deal: wireless earbuds for 95% OFF Click here NOW!!! — free shipping worldwide,spam,original
smart watch giveaway — you are the lucky winner! Click the link to claim! — reply YES to claim,spam,original
Could you help me with career switching? Any input is welcome.,safe,original
"Seriously, your opinion is absolutely  worthless trash Nobody asked you.",toxic,original
No offense but you are  pathetic Get lost.,toxic,original
Our team shipped a new React feature yesterday (genuinely asking),safe,original
gaming chair giveaway — you are the lucky winner! 100% guaranteed!!!,spam,original
Our team shipped a new system design feature yesterday,safe,original
"Seriously, you sound utterly  ridiculous You always mess everything up.",toxic,original
